date;meantemp;humidity;wind_speed;meanpressure
22/02/2017;19.125;57.125;7.4125000000000005;1012.25
23/02/2017;18.625;42.875;14.35;1015.25
24/02/2017;19.125;40.375;16.6625;1016.125
25/02/2017;19.0;50.42857142857143;11.928571428571427;1014.2857142857143
26/02/2017;18.75;59.0;11.1125;1012.375
27/02/2017;19.875;58.375;5.1000000000000005;1014.25
28/02/2017;23.333333333333332;51.666666666666664;3.9111111111111114;1013.1111111111111
01/03/2017;24.46153846153846;47.92307692307692;6.415384615384617;1012.9230769230769
02/03/2017;23.75;54.25;5.930000000000001;1012.15
03/03/2017;20.5;42.5;7.4125000000000005;1010.625
04/03/2017;19.125;43.125;8.350000000000001;1010.0
05/03/2017;19.75;41.25;9.962499999999999;1010.5
06/03/2017;20.0;42.44444444444444;9.666666666666664;1010.3333333333334
07/03/2017;22.625;41.5;6.025;1007.375
08/03/2017;21.545454545454547;52.72727272727273;10.263636363636364;1008.9090909090909
09/03/2017;20.785714285714285;69.07142857142857;8.342857142857143;1007.3571428571429
10/03/2017;19.9375;67.75;11.4625;1006.875
11/03/2017;18.533333333333335;60.4;5.566666666666666;1009.8
12/03/2017;17.375;56.625;7.637499999999999;1014.75
13/03/2017;17.444444444444443;49.333333333333336;9.055555555555554;1014.8888888888889
14/03/2017;18.0;56.333333333333336;4.522222222222222;1016.5555555555555
15/03/2017;19.875;54.75;7.175000000000001;1014.125
16/03/2017;24.0;49.2;5.5600000000000005;1011.1
17/03/2017;20.9;59.7;11.489999999999998;1010.7
18/03/2017;24.692307692307693;46.30769230769231;7.1230769230769235;1009.8461538461538
19/03/2017;24.666666666666668;52.27777777777778;9.161111111111111;1011.8888888888889
20/03/2017;23.333333333333332;54.666666666666664;10.077777777777778;1012.5555555555555
21/03/2017;25.0;49.0;9.2625;1011.75
22/03/2017;27.25;45.0;10.187500000000002;1009.75
23/03/2017;28.0;49.75;3.4875000000000003;1008.875
24/03/2017;28.916666666666668;37.666666666666664;10.033333333333335;1010.5833333333334
25/03/2017;26.5;39.375;10.425;1009.875
26/03/2017;29.1;37.1;17.59;1010.2
27/03/2017;29.5;38.625;13.65;1009.5
28/03/2017;29.88888888888889;40.666666666666664;8.844444444444445;1009.0
29/03/2017;31.0;34.5;13.2;1007.125
30/03/2017;29.285714285714285;36.857142857142854;10.585714285714285;1007.1428571428571
31/03/2017;30.625;37.625;6.949999999999999;1007.5
01/04/2017;31.375;35.125;9.0375;1005.0
02/04/2017;29.75;33.75;9.2625;1004.25
03/04/2017;30.5;29.75;6.9375;1004.25
04/04/2017;30.933333333333334;31.866666666666667;14.319999999999999;1007.2
05/04/2017;29.23076923076923;46.0;14.384615384615387;1005.0
06/04/2017;31.22222222222222;26.0;13.577777777777776;1002.8888888888889
07/04/2017;27.0;29.875;4.65;1007.375
08/04/2017;25.625;29.375;8.337499999999999;1010.375
09/04/2017;27.125;21.125;14.125;1010.625
10/04/2017;27.857142857142858;19.428571428571427;19.314285714285713;1008.5714285714286
11/04/2017;29.25;17.75;15.512500000000001;1006.25
12/04/2017;29.25;26.0;9.4875;1005.875
13/04/2017;29.666666666666668;29.11111111111111;4.944444444444445;1006.7777777777778
14/04/2017;30.5;37.625;1.3875000000000002;1004.625
15/04/2017;31.22222222222222;30.444444444444443;5.966666666666667;1002.4444444444445
16/04/2017;31.0;34.25;2.0999999999999996;1003.25
17/04/2017;32.55555555555556;38.44444444444444;5.366666666666666;1004.4444444444445
18/04/2017;34.0;27.333333333333332;7.811111111111111;1003.1111111111111
19/04/2017;33.5;24.125;9.025;1000.875
20/04/2017;34.5;27.5;5.5625;998.625
21/04/2017;34.25;39.375;6.9625;999.875
22/04/2017;32.9;40.9;8.89;1001.6
23/04/2017;32.875;27.5;9.962499999999999;1002.125
24/04/2017;32.0;27.142857142857142;12.157142857142858;1004.1428571428571
